Sphere 1, 0.0s, DBG: -- BEGIN DEBUG LOGS -- 
Sphere 1, 0.0s, DBG: Using func: api.setAttRateTarget 
Sphere 1, 0.0s, DBG: Degrees / Second: 10.0 
Sphere 1, 0.0s, DBG: Omega: 0.001 rad / s | 0.060 deg / s) 
Sphere 1, 1.0s, DBG: Omega: 0.030 rad / s | 1.701 deg / s) 
Sphere 1, 2.0s, DBG: Omega: 0.058 rad / s | 3.303 deg / s) 
Sphere 1, 3.0s, DBG: Omega: 0.086 rad / s | 4.904 deg / s) 
Sphere 1, 4.0s, DBG: Omega: 0.101 rad / s | 5.785 deg / s) 
Sphere 1, 5.0s, DBG: Omega: 0.113 rad / s | 6.465 deg / s) 
Sphere 1, 6.0s, DBG: Omega: 0.121 rad / s | 6.946 deg / s) 
Sphere 1, 7.0s, DBG: Omega: 0.133 rad / s | 7.626 deg / s) 
Sphere 1, 8.0s, DBG: Omega: 0.138 rad / s | 7.906 deg / s) 
Sphere 1, 9.0s, DBG: Omega: 0.147 rad / s | 8.427 deg / s) 
Sphere 1, 10.0s, DBG: Omega: 0.146 rad / s | 8.387 deg / s) 
Sphere 1, 11.0s, DBG: Omega: 0.148 rad / s | 8.467 deg / s) 
Sphere 1, 12.0s, DBG: Omega: 0.145 rad / s | 8.307 deg / s) 
Sphere 1, 13.0s, DBG: Omega: 0.148 rad / s | 8.507 deg / s) 
Sphere 1, 14.0s, DBG: Omega: 0.147 rad / s | 8.427 deg / s) 
Sphere 1, 15.0s, DBG: Omega: 0.147 rad / s | 8.427 deg / s) 
Sphere 1, 16.0s, DBG: Omega: 0.152 rad / s | 8.707 deg / s) 
Sphere 1, 17.0s, DBG: Omega: 0.154 rad / s | 8.827 deg / s) 
Sphere 1, 18.0s, DBG: Omega: 0.160 rad / s | 9.147 deg / s) 
Sphere 1, 19.0s, DBG: Omega: 0.158 rad / s | 9.067 deg / s) 
Sphere 1, 20.0s, DBG: Omega: 0.163 rad / s | 9.348 deg / s) 
Sphere 1, 21.0s, DBG: Omega: 0.163 rad / s | 9.348 deg / s) 
Sphere 1, 22.0s, DBG: Omega: 0.165 rad / s | 9.428 deg / s) 
Sphere 1, 23.0s, DBG: Omega: 0.163 rad / s | 9.348 deg / s) 
Sphere 1, 24.0s, DBG: Omega: 0.164 rad / s | 9.388 deg / s) 
Sphere 1, 25.0s, DBG: Omega: 0.166 rad / s | 9.508 deg / s) 
Sphere 1, 26.0s, DBG: Omega: 0.162 rad / s | 9.308 deg / s) 
Sphere 1, 27.0s, DBG: Omega: 0.162 rad / s | 9.268 deg / s) 
Sphere 1, 28.0s, DBG: Omega: 0.160 rad / s | 9.187 deg / s) 
Sphere 1, 29.0s, DBG: Omega: 0.165 rad / s | 9.428 deg / s) 
Sphere 1, 30.0s, DBG: Omega: 0.159 rad / s | 9.107 deg / s) 
Sphere 1, 31.0s, DBG: Omega: 0.165 rad / s | 9.468 deg / s) 
Sphere 1, 32.0s, DBG: Omega: 0.165 rad / s | 9.428 deg / s) 
Sphere 1, 33.0s, DBG: Omega: 0.164 rad / s | 9.388 deg / s) 
Sphere 1, 34.0s, DBG: Omega: 0.166 rad / s | 9.508 deg / s) 
Sphere 1, 35.0s, DBG: Omega: 0.164 rad / s | 9.388 deg / s) 
Sphere 1, 36.0s, DBG: Omega: 0.164 rad / s | 9.388 deg / s) 
Sphere 1, 37.0s, DBG: Omega: 0.167 rad / s | 9.548 deg / s) 
Sphere 1, 38.0s, DBG: Omega: 0.160 rad / s | 9.187 deg / s) 
Sphere 1, 39.0s, DBG: Omega: 0.163 rad / s | 9.348 deg / s) 
Sphere 1, 40.0s, DBG: Omega: 0.160 rad / s | 9.147 deg / s) 
Sphere 1, 41.0s, DBG: Omega: 0.156 rad / s | 8.947 deg / s) 
Sphere 1, 42.0s, DBG: Omega: 0.160 rad / s | 9.187 deg / s) 
Sphere 1, 43.0s, DBG: Omega: 0.157 rad / s | 8.987 deg / s) 
Sphere 1, 44.0s, DBG: Omega: 0.155 rad / s | 8.867 deg / s) 
Sphere 1, 45.0s, DBG: Omega: 0.156 rad / s | 8.947 deg / s) 
Sphere 1, 46.0s, DBG: Omega: 0.156 rad / s | 8.947 deg / s) 
Sphere 1, 47.0s, DBG: Omega: 0.155 rad / s | 8.867 deg / s) 
Sphere 1, 48.0s, DBG: Omega: 0.156 rad / s | 8.947 deg / s) 
Sphere 1, 49.0s, DBG: Omega: 0.157 rad / s | 8.987 deg / s) 
Sphere 1, 50.0s, DBG: Omega: 0.160 rad / s | 9.147 deg / s) 
Sphere 1, 51.0s, DBG: Omega: 0.158 rad / s | 9.027 deg / s) 
Sphere 1, 52.0s, DBG: Omega: 0.155 rad / s | 8.867 deg / s) 
Sphere 1, 53.0s, DBG: Omega: 0.155 rad / s | 8.907 deg / s) 
Sphere 1, 54.0s, DBG: Omega: 0.156 rad / s | 8.947 deg / s) 
Sphere 1, 55.0s, DBG: Omega: 0.161 rad / s | 9.228 deg / s) 
Sphere 1, 56.0s, DBG: Omega: 0.160 rad / s | 9.147 deg / s) 
Sphere 1, 57.0s, DBG: Omega: 0.160 rad / s | 9.147 deg / s) 
Sphere 1, 58.0s, DBG: Omega: 0.162 rad / s | 9.308 deg / s) 
Sphere 1, 59.0s, DBG: Omega: 0.168 rad / s | 9.628 deg / s) 
Sphere 1, 60.0s, DBG: Omega: 0.165 rad / s | 9.468 deg / s) 
Sphere 1, 61.0s, DBG: Omega: 0.165 rad / s | 9.428 deg / s) 
Sphere 1, 62.0s, DBG: Omega: 0.173 rad / s | 9.908 deg / s) 
